phase,title,distributor,genre,franchise,release_date,week,rt,est_m (box office projection $M),IPO base_price ($M, stored),IPO implied by est ($M),result actual_m ($M),live price ($M),note
Phase 1 (Autumn),How to Rob a Bank,87North Productions,Action,,2026-11-13,10,,20,21,21,,18,
Phase 1 (Autumn),Minotaur,MUBI,Thriller,,2026-11-20,11,,1.5,8,8,,7,
Phase 1 (Autumn),Elsinore,Focus Features,Drama,,2026-11-20,11,,3,9,9,,8,
Phase 1 (Autumn),November 1963,Ketchup Entertainment,Drama,,2026-11-20,11,,5,11,11,,9,
Phase 1 (Autumn),The Hunger Games: Sunrise on the Reaping,Lionsgate,Action,,2026-11-20,11,,88,60,60,,51,
Phase 1 (Autumn),All of a Sudden,Neon,Drama,,2026-11-25,12,,2,8,8,,7,
Phase 1 (Autumn),The Adventures of Cliff Booth,Netflix,Comedy,,2026-11-25,12,,3,9,9,,8,
Phase 1 (Autumn),Hexed,Walt Disney Studios Motion Pictures,Adventure,,2026-11-25,12,,41,34,34,,29,
Phase 1 (Autumn),Focker-in-Law,Paramount Pictures,Comedy,,2026-11-25,12,,22,22,22,,19,
Phase 1 (Autumn),Hershey,Angel Studios,Drama,,2026-11-26,12,,5,11,11,,9,
Phase 2 (Awards/Holiday),Behemoth!,Searchlight Pictures,Horror,,2026-12-04,13,,3.5,9,9,,8,
Phase 2 (Awards/Holiday),Violent Night 2,Universal Pictures,Action,,2026-12-04,13,,18.6,20,20,,17,
Phase 2 (Awards/Holiday),The Debut,A24,Drama,,2026-12-11,14,,2,8,8,,7,
Phase 2 (Awards/Holiday),Clarissa,Neon,Drama,,2026-12-11,14,,1,7,7,,6,
Phase 2 (Awards/Holiday),Avengers: Doomsday,Walt Disney Studios Motion Pictures,Action,,2026-12-18,15,,280,105,105,,89,
Phase 2 (Awards/Holiday),Dune: Part Three,Legendary Pictures,Action,,2026-12-18,15,,115,74,74,,63,
Phase 2 (Awards/Holiday),A Place in Hell,Neon,Drama,,2026-12-21,16,,2,8,8,,7,
Phase 2 (Awards/Holiday),The Angry Birds Movie 3,Paramount Pictures,Action,,2026-12-23,16,,13.6,17,17,,14,
Phase 2 (Awards/Holiday),Mr. Irrelevant,Paramount Pictures,Drama,,2026-12-25,16,,10,14,14,,12,
Phase 2 (Awards/Holiday),Coward,MUBI,Drama,,2026-12-25,16,,1,7,7,,6,
Phase 2 (Awards/Holiday),Jumanji: Open World,Sony Pictures Releasing,Action,,2026-12-25,16,,55,42,42,,36,
